Date,Yen,US_2yr,JP_2yr
2000-01-04,102.98,6.3,0.402
2000-01-05,103.87,6.38,0.38
2000-01-06,105.26,6.35,0.388
2000-01-07,105.45,6.31,0.406
2000-01-11,105.77,6.45,0.421
2000-01-12,105.83,6.49,0.454
2000-01-13,106.21,6.4,0.437
2000-01-14,106.05,6.44,0.414
2000-01-18,105.5,6.47,0.417
2000-01-19,105.75,6.46,0.414
2000-01-20,105.53,6.49,0.419
2000-01-21,104.86,6.48,0.41
2000-01-24,105.55,6.43,0.392
2000-01-25,105.84,6.44,0.376
2000-01-26,105.89,6.45,0.375
2000-01-27,105.0,6.51,0.371
2000-01-28,105.68,6.58,0.371
2000-01-31,106.98,6.61,0.403
2000-02-01,107.91,6.6,0.426
2000-02-02,108.42,6.63,0.453
2000-02-03,108.19,6.56,0.447
2000-02-04,107.34,6.63,0.421
2000-02-07,108.4,6.68,0.43
2000-02-08,109.51,6.69,0.439
2000-02-09,109.19,6.69,0.43
2000-02-10,108.53,6.67,0.433
2000-02-14,108.74,6.62,0.428
2000-02-15,108.72,6.66,0.414
2000-02-16,109.47,6.63,0.411
2000-02-17,110.35,6.69,0.417
2000-02-18,110.8,6.66,0.398
2000-02-22,110.66,6.57,0.391
2000-02-23,111.12,6.61,0.391
2000-02-24,111.01,6.52,0.407
2000-02-25,110.88,6.45,0.412
2000-02-28,108.98,6.47,0.404
2000-02-29,109.91,6.53,0.409
2000-03-01,107.53,6.52,0.405
2000-03-02,107.61,6.52,0.413
2000-03-03,107.57,6.5,0.425
2000-03-06,107.6,6.55,0.429
2000-03-07,106.79,6.48,0.439
2000-03-08,106.89,6.5,0.424
2000-03-09,106.22,6.48,0.434
2000-03-10,106.31,6.55,0.44
2000-03-13,105.35,6.52,0.441
2000-03-14,104.98,6.48,0.441
2000-03-15,105.43,6.5,0.446
2000-03-16,105.63,6.5,0.462
2000-03-17,106.1,6.5,0.468
2000-03-21,106.89,6.5,0.491
2000-03-22,106.97,6.5,0.472
2000-03-23,107.45,6.52,0.457
2000-03-24,107.16,6.64,0.473
2000-03-27,106.79,6.66,0.5
2000-03-28,105.97,6.6,0.501
2000-03-29,105.56,6.59,0.507
2000-03-30,105.33,6.52,0.501
2000-03-31,102.45,6.5,0.493
2000-04-03,104.84,6.45,0.491
2000-04-04,105.62,6.35,0.482
2000-04-05,105.11,6.35,0.473
2000-04-06,104.84,6.38,0.462
2000-04-07,105.34,6.38,0.453
2000-04-10,106.76,6.31,0.466
2000-04-11,106.96,6.36,0.466
2000-04-12,105.9,6.4,0.468
2000-04-13,105.95,6.4,0.515
2000-04-14,104.84,6.27,0.51
2000-04-17,104.25,6.33,0.47
2000-04-18,104.37,6.33,0.472
2000-04-19,104.56,6.33,0.468
2000-04-20,105.38,6.38,0.478
2000-04-25,105.7,6.48,0.441
2000-04-26,106.53,6.5,0.431
2000-04-27,106.39,6.63,0.432
2000-04-28,108.07,6.68,0.437
2000-05-02,108.85,6.72,0.424
2000-05-08,108.83,6.87,0.415
2000-05-09,109.42,6.86,0.401
2000-05-10,109.44,6.84,0.399
2000-05-11,108.62,6.82,0.386
2000-05-12,108.81,6.91,0.39
2000-05-15,109.51,6.88,0.396
2000-05-16,109.77,6.89,0.401
2000-05-17,109.45,6.9,0.411
2000-05-18,108.85,6.93,0.392
2000-05-19,106.88,6.86,0.398
2000-05-22,107.14,6.81,0.381
2000-05-23,106.69,6.83,0.381
2000-05-24,107.32,6.79,0.372
2000-05-25,107.64,6.71,0.373
2000-05-26,106.92,6.69,0.373
2000-05-30,106.2,6.74,0.401
2000-05-31,107.68,6.69,0.403
2000-06-01,108.6,6.61,0.416
2000-06-02,108.11,6.52,0.439
2000-06-05,107.29,6.49,0.472
2000-06-06,105.25,6.51,0.478
2000-06-07,105.54,6.52,0.476
2000-06-08,106.15,6.56,0.477
2000-06-09,106.87,6.56,0.45
2000-06-12,106.5,6.52,0.458
2000-06-13,106.76,6.49,0.453
2000-06-14,106.52,6.44,0.459
2000-06-15,106.52,6.44,0.445
2000-06-16,106.43,6.38,0.422
2000-06-19,105.86,6.4,0.42
2000-06-20,105.52,6.43,0.44
2000-06-21,105.5,6.5,0.466
2000-06-22,104.44,6.5,0.471
2000-06-23,104.25,6.55,0.482
2000-06-26,105.57,6.5,0.509
2000-06-27,105.53,6.5,0.51
2000-06-28,105.51,6.43,0.5
2000-06-29,104.92,6.37,0.525
2000-06-30,105.75,6.38,0.524
2000-07-03,105.92,6.31,0.526
2000-07-05,106.94,6.29,0.513
2000-07-06,107.42,6.34,0.499
2000-07-07,107.85,6.29,0.505
2000-07-10,107.04,6.31,0.507
2000-07-11,106.93,6.32,0.525
2000-07-12,108.42,6.34,0.538
2000-07-13,107.98,6.31,0.485
2000-07-14,107.97,6.41,0.486
2000-07-17,108.42,6.46,0.489
2000-07-18,108.17,6.44,0.472
2000-07-19,108.15,6.46,0.477
2000-07-21,109.05,6.32,0.479
2000-07-24,108.88,6.35,0.475
2000-07-25,109.27,6.35,0.481
2000-07-26,109.28,6.29,0.471
2000-07-27,109.15,6.27,0.461
2000-07-28,109.62,6.3,0.446
2000-07-31,109.58,6.3,0.448
2000-08-01,109.41,6.27,0.455
2000-08-02,109.11,6.23,0.456
2000-08-03,108.03,6.22,0.456
2000-08-04,108.44,6.15,0.457
2000-08-07,109.0,6.2,0.453
2000-08-08,108.71,6.16,0.469
2000-08-09,108.07,6.18,0.504
2000-08-10,108.49,6.16,0.535
2000-08-11,108.35,6.25,0.521
2000-08-14,109.4,6.25,0.53
2000-08-15,109.04,6.28,0.546
2000-08-16,108.55,6.3,0.557
2000-08-17,108.53,6.3,0.547
2000-08-18,108.46,6.27,0.548
2000-08-21,108.48,6.28,0.556
2000-08-22,108.4,6.27,0.566
2000-08-23,106.95,6.2,0.592
2000-08-24,106.94,6.19,0.597
2000-08-25,106.78,6.19,0.613
2000-08-29,106.14,6.26,0.652
2000-08-30,106.52,6.24,0.646
2000-08-31,106.63,6.18,0.645
2000-09-01,105.75,6.09,0.662
2000-09-05,105.85,6.09,0.661
2000-09-06,105.92,6.11,0.667
2000-09-07,105.09,6.14,0.66
2000-09-08,106.12,6.11,0.628
2000-09-11,106.07,6.12,0.62
2000-09-12,106.93,6.12,0.611
2000-09-13,107.14,6.09,0.612
2000-09-14,107.23,6.11,0.623
2000-09-18,106.87,6.04,0.623
2000-09-19,107.03,6.05,0.619
2000-09-20,106.76,6.11,0.624
2000-09-21,106.34,6.11,0.635
2000-09-22,107.65,6.09,0.619
2000-09-25,107.45,6.11,0.631
2000-09-26,107.53,6.07,0.646
2000-09-27,107.41,6.0,0.646
2000-09-28,107.55,6.02,0.655
2000-09-29,108.04,5.98,0.646
2000-10-02,108.8,5.98,0.641
2000-10-03,108.62,6.0,0.631
2000-10-04,109.32,6.03,0.627
2000-10-05,109.47,6.02,0.62
2000-10-06,108.8,5.98,0.618
2000-10-10,108.01,5.98,0.615
2000-10-11,107.52,5.93,0.604
2000-10-12,107.85,5.86,0.604
2000-10-13,107.63,5.84,0.586
2000-10-16,108.29,5.89,0.584
2000-10-17,108.17,5.83,0.59
2000-10-18,107.72,5.82,0.591
2000-10-19,108.5,5.86,0.583
2000-10-20,108.89,5.84,0.579
2000-10-23,108.4,5.82,0.59
2000-10-24,108.11,5.86,0.594
2000-10-25,107.8,5.87,0.59
2000-10-26,108.47,5.9,0.58
2000-10-27,108.52,5.94,0.575
2000-10-30,108.86,5.97,0.571
2000-10-31,109.15,5.94,0.571
2000-11-01,108.5,5.88,0.579
2000-11-02,108.36,5.87,0.564
2000-11-06,107.31,5.99,0.563
2000-11-07,107.06,5.99,0.567
2000-11-08,107.47,5.99,0.581
2000-11-09,107.49,5.94,0.579
2000-11-10,107.85,5.92,0.582
2000-11-13,107.59,5.9,0.572
2000-11-14,108.09,5.92,0.583
2000-11-15,108.65,5.9,0.579
2000-11-16,109.03,5.87,0.571
2000-11-17,108.85,5.88,0.562
2000-11-20,109.71,5.87,0.555
2000-11-21,110.27,5.86,0.555
2000-11-22,110.16,5.85,0.555
2000-11-24,111.18,5.86,0.555
2000-11-27,110.52,5.86,0.56
2000-11-28,110.13,5.79,0.56
2000-11-29,110.92,5.69,0.555
2000-11-30,110.83,5.61,0.545
2000-12-01,111.13,5.62,0.555
2000-12-04,111.08,5.59,0.569
2000-12-05,110.73,5.49,0.566
2000-12-06,110.41,5.42,0.572
2000-12-07,110.68,5.45,0.55
2000-12-08,111.34,5.5,0.563
2000-12-11,110.83,5.52,0.606
2000-12-12,111.51,5.54,0.593
2000-12-13,112.31,5.45,0.591
2000-12-14,112.04,5.43,0.564
2000-12-15,112.28,5.38,0.555
2000-12-18,112.04,5.33,0.563
2000-12-19,112.42,5.35,0.559
2000-12-20,112.6,5.24,0.555
2000-12-21,112.22,5.14,0.533
2000-12-22,112.7,5.1,0.517
2000-12-27,114.16,5.1,0.499
2000-12-28,114.9,5.18,0.515
2000-12-29,114.28,5.11,0.515
2001-01-04,115.43,4.77,0.475
2001-01-05,116.15,4.56,0.454
2001-01-09,116.45,4.64,0.444
2001-01-10,116.26,4.76,0.455
2001-01-11,117.57,4.77,0.447
2001-01-12,117.86,4.9,0.443
2001-01-16,117.72,4.89,0.444
2001-01-17,117.51,4.84,0.445
2001-01-18,118.02,4.72,0.426
2001-01-19,117.34,4.75,0.416
2001-01-22,116.71,4.75,0.378
2001-01-23,117.06,4.82,0.377
2001-01-24,118.15,4.81,0.387
2001-01-25,116.63,4.78,0.377
2001-01-26,116.95,4.78,0.371
2001-01-29,116.91,4.77,0.376
2001-01-30,116.68,4.7,0.391
2001-01-31,116.25,4.62,0.39
2001-02-01,115.32,4.55,0.396
2001-02-02,115.67,4.65,0.417
2001-02-05,114.9,4.68,0.401
2001-02-06,114.99,4.72,0.405
2001-02-07,116.02,4.7,0.395
2001-02-08,116.12,4.73,0.365
2001-02-09,117.64,4.67,0.339
2001-02-13,117.38,4.75,0.328
2001-02-14,116.53,4.84,0.333
2001-02-15,115.65,4.89,0.324
2001-02-16,115.46,4.75,0.324
2001-02-20,115.51,4.73,0.311
2001-02-21,116.58,4.68,0.302
2001-02-22,116.37,4.63,0.312
2001-02-23,116.39,4.53,0.278
2001-02-26,116.71,4.46,0.248
2001-02-27,116.25,4.44,0.248
2001-02-28,117.31,4.41,0.242
2001-03-01,117.22,4.41,0.18
2001-03-02,119.07,4.48,0.179
2001-03-05,119.13,4.49,0.178
2001-03-06,118.91,4.49,0.178
2001-03-07,119.83,4.43,0.175
2001-03-08,119.68,4.43,0.178
2001-03-09,119.64,4.47,0.18
2001-03-12,120.51,4.46,0.17
2001-03-13,120.08,4.46,0.165
2001-03-14,120.91,4.32,0.137
2001-03-15,121.8,4.22,0.117
2001-03-16,122.85,4.26,0.106
2001-03-19,122.19,4.32,0.105
2001-03-21,123.22,4.21,0.085
2001-03-22,124.2,4.17,0.084
2001-03-23,122.69,4.24,0.105
2001-03-26,123.19,4.27,0.104
2001-03-27,123.06,4.41,0.127
2001-03-28,121.83,4.3,0.148
2001-03-29,123.03,4.27,0.149
2001-03-30,125.28,4.18,0.133
2001-04-02,126.41,4.22,0.15
2001-04-03,125.93,4.15,0.143
2001-04-04,125.24,4.12,0.128
2001-04-05,124.58,4.19,0.126
2001-04-06,123.9,4.07,0.117
2001-04-09,124.9,4.1,0.118
2001-04-10,124.46,4.24,0.118
2001-04-11,124.65,4.29,0.111
2001-04-12,123.45,4.36,0.125
2001-04-17,123.77,4.41,0.117
2001-04-18,122.7,4.26,0.123
2001-04-19,121.78,4.29,0.109
2001-04-20,122.68,4.26,0.099
2001-04-23,121.8,4.15,0.095
2001-04-24,122.2,4.16,0.095
2001-04-25,122.05,4.2,0.101
2001-04-26,122.33,4.14,0.097
2001-04-27,123.7,4.28,0.097
2001-05-01,122.11,4.23,0.098
2001-05-02,122.0,4.27,0.099
2001-05-08,121.84,4.1,0.096
2001-05-09,122.15,4.07,0.088
2001-05-10,122.73,4.17,0.073
2001-05-11,122.28,4.36,0.053
2001-05-14,123.24,4.29,0.055
2001-05-15,123.36,4.28,0.069
2001-05-16,123.63,4.25,0.064
2001-05-17,123.0,4.33,0.06
2001-05-18,123.71,4.37,0.045
2001-05-21,122.96,4.37,0.05
2001-05-22,122.66,4.34,0.055
2001-05-23,120.48,4.29,0.055
2001-05-24,119.87,4.32,0.055
2001-05-25,120.66,4.31,0.056
2001-05-29,120.06,4.33,0.056
2001-05-30,120.32,4.34,0.056
2001-05-31,118.78,4.22,0.052
2001-06-01,118.91,4.22,0.052
2001-06-04,119.65,4.19,0.055
2001-06-05,120.22,4.12,0.052
2001-06-06,120.42,4.12,0.058
2001-06-07,119.98,4.14,0.055
2001-06-08,120.67,4.17,0.055
2001-06-11,121.88,4.11,0.053
2001-06-12,121.93,4.09,0.055
2001-06-13,121.71,4.08,0.054
2001-06-14,121.33,4.04,0.049
2001-06-15,122.23,4.01,0.054
2001-06-18,123.02,3.98,0.055
2001-06-19,122.9,3.99,0.055
2001-06-20,123.31,3.98,0.055
2001-06-21,124.44,3.99,0.055
2001-06-22,124.35,3.93,0.055
2001-06-25,123.83,3.96,0.06
2001-06-26,123.97,4.03,0.066
2001-06-27,124.06,4.06,0.066
2001-06-28,124.89,4.22,0.067
2001-06-29,124.75,4.25,0.073
2001-07-02,124.34,4.21,0.078
2001-07-03,124.53,4.24,0.079
2001-07-05,125.72,4.24,0.077
2001-07-06,126.04,4.16,0.077
2001-07-09,125.37,4.15,0.081
2001-07-10,125.45,4.08,0.083
2001-07-11,124.17,4.07,0.081
2001-07-12,123.87,4.07,0.078
2001-07-13,124.83,4.12,0.078
2001-07-16,125.36,4.07,0.079
2001-07-17,125.11,4.09,0.084
2001-07-18,124.38,3.96,0.084
2001-07-19,123.42,3.98,0.084
2001-07-23,124.22,3.98,0.085
2001-07-24,124.07,3.97,0.085
2001-07-25,123.6,3.98,0.09
2001-07-26,123.83,3.94,0.09
2001-07-27,123.76,3.87,0.09
2001-07-30,125.16,3.86,0.091
2001-07-31,124.94,3.79,0.091
2001-08-01,124.76,3.83,0.091
2001-08-02,123.69,3.89,0.097
2001-08-03,123.42,3.91,0.104
2001-08-06,123.89,3.88,0.122
2001-08-07,123.81,3.9,0.136
2001-08-08,123.05,3.77,0.126
2001-08-09,123.08,3.77,0.118
2001-08-10,121.89,3.73,0.102
2001-08-13,122.24,3.7,0.095
2001-08-14,121.77,3.74,0.085
2001-08-15,119.91,3.8,0.07
2001-08-16,120.17,3.75,0.07
2001-08-17,120.2,3.67,0.08
2001-08-20,120.73,3.74,0.085
2001-08-21,119.8,3.69,0.095
2001-08-22,119.77,3.76,0.095
2001-08-23,120.17,3.72,0.095
2001-08-24,120.0,3.76,0.09
2001-08-28,120.67,3.71,0.086
2001-08-29,119.51,3.67,0.086
2001-08-30,119.95,3.61,0.086
2001-08-31,119.04,3.64,0.086
2001-09-04,118.87,3.83,0.085
2001-09-05,120.38,3.79,0.077
2001-09-06,121.25,3.65,0.072
2001-09-07,120.21,3.53,0.065
2001-09-10,120.9,3.53,0.063
2001-09-13,119.0,2.99,0.064
2001-09-14,117.29,2.87,0.065
2001-09-17,117.63,2.96,0.06
2001-09-18,117.41,2.96,0.06
2001-09-19,117.27,2.81,0.07
2001-09-20,116.2,2.91,0.079
2001-09-21,116.62,2.91,0.08
2001-09-25,117.39,2.88,0.08
2001-09-26,117.88,2.82,0.085
2001-09-27,119.64,2.78,0.086
2001-09-28,119.13,2.86,0.085
2001-10-01,120.14,2.82,0.086
2001-10-02,120.8,2.77,0.081
2001-10-03,120.71,2.77,0.082
2001-10-04,120.57,2.75,0.082
2001-10-05,120.3,2.71,0.084
2001-10-09,120.05,2.74,0.086
2001-10-10,120.29,2.78,0.086
2001-10-11,121.37,2.88,0.081
2001-10-12,121.43,2.81,0.083
2001-10-15,121.03,2.78,0.084
2001-10-16,121.23,2.77,0.08
2001-10-17,120.93,2.8,0.084
2001-10-18,121.02,2.77,0.085
2001-10-19,121.28,2.77,0.085
2001-10-22,122.03,2.79,0.09
2001-10-23,123.02,2.81,0.086
2001-10-24,122.91,2.72,0.086
2001-10-25,122.71,2.63,0.085
2001-10-26,123.13,2.63,0.085
2001-10-29,121.98,2.55,0.085
2001-10-30,121.61,2.48,0.086
2001-10-31,122.4,2.44,0.087
2001-11-01,121.69,2.49,0.087
2001-11-02,121.6,2.48,0.087
2001-11-05,121.62,2.46,0.087
2001-11-06,121.07,2.37,0.087
2001-11-07,121.07,2.32,0.085
2001-11-08,120.79,2.42,0.083
2001-11-09,120.18,2.45,0.083
2001-11-13,121.45,2.54,0.084
2001-11-14,121.56,2.7,0.085
2001-11-15,122.42,2.98,0.089
2001-11-16,122.74,3.09,0.089
2001-11-19,123.3,2.92,0.09
2001-11-20,122.64,2.96,0.09
2001-11-21,123.15,3.11,0.09
2001-11-26,124.27,3.22,0.097
2001-11-27,123.95,3.11,0.1
2001-11-28,123.2,3.12,0.1
2001-11-29,123.89,2.87,0.116
2001-11-30,123.15,2.84,0.105
2001-12-03,123.81,2.82,0.105
2001-12-04,124.14,2.81,0.1
2001-12-05,124.25,3.07,0.09
2001-12-06,124.54,3.19,0.09
2001-12-07,125.61,3.19,0.09
2001-12-10,126.17,3.1,0.088
2001-12-11,126.28,3.03,0.085
2001-12-12,126.23,2.97,0.085
2001-12-13,126.38,3.09,0.085
2001-12-14,127.36,3.2,0.085
2001-12-17,127.61,3.21,0.085
2001-12-18,127.91,3.13,0.085
2001-12-19,128.1,3.11,0.085
2001-12-20,128.58,3.15,0.084
2001-12-21,129.55,3.17,0.075
2001-12-27,131.34,3.19,0.076
2001-12-28,131.21,3.16,0.076
2002-01-04,131.08,3.19,0.079
2002-01-07,131.33,3.08,0.077
2002-01-08,132.55,3.07,0.078
2002-01-09,132.54,3.03,0.078
2002-01-10,132.59,2.94,0.078
2002-01-11,132.01,2.76,0.076
2002-01-15,131.27,2.79,0.078
2002-01-16,131.85,2.84,0.074
2002-01-17,132.05,2.96,0.079
2002-01-18,132.77,2.91,0.074
2002-01-22,134.18,2.97,0.081
2002-01-23,134.09,3.07,0.071
2002-01-24,134.38,3.15,0.071
2002-01-25,134.37,3.17,0.071
2002-01-28,133.35,3.19,0.067
2002-01-29,133.53,3.05,0.072
2002-01-30,132.97,3.06,0.071
2002-01-31,133.78,3.16,0.065
2002-02-01,133.87,3.08,0.063
2002-02-04,132.96,2.99,0.06
2002-02-05,133.86,2.99,0.06
2002-02-06,133.55,2.98,0.057
2002-02-07,133.63,2.99,0.06
2002-02-08,134.82,2.95,0.057
2002-02-12,132.87,3.04,0.055
2002-02-13,133.07,3.09,0.06
2002-02-14,132.35,3.07,0.06
2002-02-15,132.66,2.97,0.055
2002-02-19,133.61,2.98,0.07
2002-02-20,133.87,3.0,0.075
2002-02-21,134.38,3.0,0.08
2002-02-22,133.69,2.97,0.08
2002-02-25,133.82,3.01,0.081
2002-02-26,134.33,3.08,0.086
2002-02-27,134.56,3.09,0.086
2002-02-28,133.75,3.06,0.081
2002-03-01,133.27,3.18,0.081
2002-03-04,132.05,3.24,0.075
2002-03-05,132.28,3.25,0.072
2002-03-06,130.91,3.26,0.07
2002-03-07,127.4,3.36,0.065
2002-03-08,128.1,3.6,0.065
2002-03-11,127.95,3.59,0.068
2002-03-12,128.75,3.56,0.063
2002-03-13,129.46,3.49,0.06
2002-03-14,128.78,3.63,0.058
2002-03-15,128.99,3.63,0.059
2002-03-18,131.35,3.67,0.055
2002-03-19,131.75,3.64,0.05
2002-03-20,131.51,3.71,0.049
2002-03-22,132.88,3.77,0.045
2002-03-25,133.31,3.78,0.05
2002-03-26,132.76,3.68,0.05
2002-03-27,132.68,3.66,0.05
2002-03-28,132.55,3.72,0.05
2002-04-02,133.3,3.63,0.05
2002-04-03,132.63,3.55,0.052
2002-04-04,131.94,3.57,0.052
2002-04-05,131.74,3.49,0.055
2002-04-08,131.4,3.51,0.055
2002-04-09,131.06,3.48,0.055
2002-04-10,130.79,3.48,0.053
2002-04-11,131.53,3.47,0.05
2002-04-12,132.06,3.41,0.053
2002-04-15,131.53,3.38,0.053
2002-04-16,131.11,3.43,0.054
2002-04-17,130.73,3.41,0.054
2002-04-18,129.89,3.38,0.055
2002-04-19,130.52,3.36,0.055
2002-04-22,129.94,3.37,0.055
2002-04-23,129.87,3.39,0.055
2002-04-24,129.72,3.28,0.06
2002-04-25,128.24,3.25,0.059
2002-04-26,128.0,3.22,0.055
2002-04-30,128.37,3.24,0.055
2002-05-01,127.48,3.21,0.053
2002-05-02,127.96,3.25,0.05
2002-05-07,127.92,3.14,0.052
2002-05-08,128.6,3.32,0.052
2002-05-09,128.46,3.27,0.052
2002-05-10,127.78,3.19,0.052
2002-05-13,127.61,3.28,0.051
2002-05-14,128.74,3.4,0.051
2002-05-15,127.88,3.37,0.051
2002-05-16,128.09,3.28,0.051
2002-05-17,125.79,3.41,0.051
2002-05-20,125.66,3.33,0.05
2002-05-21,124.13,3.28,0.055
2002-05-22,124.08,3.23,0.05
2002-05-23,125.13,3.28,0.061
2002-05-24,124.8,3.28,0.061
2002-05-28,124.5,3.3,0.061
2002-05-29,124.28,3.24,0.066
2002-05-30,123.08,3.17,0.066
2002-05-31,124.11,3.22,0.067
2002-06-05,124.63,3.16,0.067
2002-06-06,124.31,3.13,0.067
2002-06-07,124.62,3.16,0.068
2002-06-10,124.44,3.15,0.068
2002-06-11,125.6,3.09,0.068
2002-06-12,125.59,3.05,0.068
2002-06-13,124.96,3.0,0.069
2002-06-14,124.18,2.92,0.069
2002-06-17,124.46,2.96,0.065
2002-06-18,124.53,2.93,0.065
2002-06-19,123.87,2.81,0.065
2002-06-20,123.38,2.93,0.065
2002-06-21,121.42,2.88,0.065
2002-06-24,121.36,2.93,0.065
2002-06-25,121.85,2.92,0.06
2002-06-26,119.1,2.77,0.06
2002-06-27,119.83,2.85,0.06
2002-06-28,119.81,2.9,0.06
2002-07-01,120.02,2.88,0.06
2002-07-02,120.17,2.78,0.06
2002-07-03,119.84,2.78,0.06
2002-07-05,120.19,2.9,0.06
2002-07-08,118.66,2.84,0.055
2002-07-09,118.15,2.74,0.055
2002-07-10,118.06,2.61,0.055
2002-07-11,116.77,2.61,0.052
2002-07-12,116.71,2.56,0.055
2002-07-15,115.91,2.55,0.051
2002-07-16,115.83,2.66,0.051
2002-07-17,116.31,2.63,0.051
2002-07-18,116.86,2.55,0.05
2002-07-19,115.93,2.48,0.05
2002-07-22,116.63,2.4,0.055
2002-07-23,117.45,2.34,0.055
2002-07-24,116.26,2.38,0.055
2002-07-25,116.62,2.28,0.05
2002-07-26,118.79,2.2,0.045
2002-07-29,119.91,2.41,0.046
2002-07-30,120.09,2.44,0.046
2002-07-31,119.79,2.23,0.04
2002-08-01,119.5,2.15,0.035
2002-08-02,119.33,1.99,0.033
2002-08-05,119.08,1.93,0.032
2002-08-06,120.97,2.11,0.032
2002-08-07,120.5,1.98,0.032
2002-08-08,120.62,2.1,0.032
2002-08-09,120.07,2.1,0.032
2002-08-12,118.97,2.1,0.031
2002-08-13,119.14,2.0,0.031
2002-08-14,116.56,2.12,0.031
2002-08-15,117.62,2.22,0.031
2002-08-16,117.57,2.28,0.031
2002-08-19,118.64,2.25,0.03
2002-08-20,119.07,2.12,0.03
2002-08-21,118.55,2.12,0.02
2002-08-22,119.71,2.22,0.015
2002-08-23,119.57,2.19,0.015
2002-08-27,118.18,2.26,0.019
2002-08-28,118.35,2.23,0.019
2002-08-29,118.17,2.14,0.02
2002-08-30,118.59,2.14,0.02
2002-09-03,117.15,2.01,0.02
2002-09-04,118.0,2.02,0.02
2002-09-05,118.32,1.95,0.02
2002-09-06,118.58,2.08,0.02
2002-09-09,118.86,2.13,0.02
2002-09-10,119.78,2.12,0.02
2002-09-11,120.54,2.18,0.025
2002-09-12,120.29,2.12,0.025
2002-09-13,120.99,2.07,0.025
2002-09-17,122.46,2.06,0.025
2002-09-18,121.48,2.04,0.039
2002-09-19,121.1,1.93,0.039
2002-09-20,123.28,1.94,0.045
2002-09-24,123.33,1.93,0.05
2002-09-25,122.79,2.0,0.05
2002-09-26,122.52,1.97,0.05
2002-09-27,123.0,1.82,0.055
2002-09-30,121.73,1.72,0.056
2002-10-01,122.62,1.8,0.043
2002-10-02,123.13,1.75,0.043
2002-10-03,122.9,1.75,0.043
2002-10-04,123.1,1.78,0.043
2002-10-07,124.3,1.77,0.042
2002-10-08,124.29,1.8,0.042
2002-10-09,123.7,1.72,0.04
2002-10-10,123.61,1.75,0.04
2002-10-11,124.03,1.85,0.04
2002-10-15,124.69,2.08,0.04
2002-10-16,124.32,2.02,0.04
2002-10-17,124.85,2.1,0.04
2002-10-18,125.38,2.09,0.04
2002-10-21,124.8,2.23,0.045
2002-10-22,125.1,2.21,0.045
2002-10-23,124.18,2.2,0.045
2002-10-24,124.4,2.09,0.046
2002-10-25,123.97,1.98,0.046
2002-10-28,123.7,1.88,0.046
2002-10-29,122.44,1.79,0.046
2002-10-30,122.81,1.74,0.046
2002-10-31,122.5,1.68,0.038
2002-11-01,122.3,1.76,0.038
2002-11-05,121.87,1.82,0.037
2002-11-06,122.15,1.87,0.04
2002-11-07,121.25,1.86,0.04
2002-11-08,119.84,1.87,0.04
2002-11-12,119.72,1.79,0.04
2002-11-13,120.1,1.76,0.04
2002-11-14,120.4,1.89,0.04
2002-11-15,120.5,1.91,0.04
2002-11-18,121.12,1.91,0.039
2002-11-19,121.59,1.91,0.04
2002-11-20,122.52,1.98,0.04
2002-11-21,122.71,2.05,0.05
2002-11-22,122.66,2.1,0.055
2002-11-25,122.43,2.09,0.055
2002-11-26,121.75,1.97,0.055
2002-11-27,121.77,2.13,0.055
2002-11-29,122.5,2.08,0.055
2002-12-02,124.46,2.07,0.055
2002-12-03,124.41,2.08,0.055
2002-12-04,124.74,2.02,0.055
2002-12-05,125.22,1.97,0.055
2002-12-06,123.78,1.89,0.055
2002-12-09,123.45,1.88,0.055
2002-12-10,123.55,1.9,0.055
2002-12-11,123.35,1.85,0.055
2002-12-12,123.12,1.85,0.055
2002-12-13,120.59,1.87,0.055
2002-12-16,121.19,1.94,0.054
2002-12-17,120.67,1.89,0.05
2002-12-18,121.05,1.81,0.05
2002-12-19,120.53,1.74,0.05
2002-12-20,120.55,1.76,0.055
2002-12-24,120.13,1.73,0.056
2002-12-27,120.01,1.6,0.05
2002-12-30,118.52,1.61,0.05
2003-01-06,118.78,1.84,0.05
2003-01-07,120.05,1.77,0.05
2003-01-08,119.89,1.71,0.05
2003-01-09,119.48,1.87,0.05
2003-01-10,119.55,1.79,0.05
2003-01-14,118.01,1.76,0.05
2003-01-15,117.84,1.75,0.05
2003-01-16,117.89,1.75,0.05
2003-01-17,117.87,1.7,0.05
2003-01-21,118.57,1.67,0.055
2003-01-22,118.45,1.66,0.055
2003-01-23,117.76,1.69,0.055
2003-01-24,117.88,1.66,0.05
2003-01-27,118.91,1.7,0.051
2003-01-28,118.6,1.7,0.051
2003-01-29,118.02,1.77,0.051
2003-01-30,119.18,1.7,0.043
2003-01-31,119.95,1.72,0.043
2003-02-03,120.64,1.72,0.043
2003-02-04,119.88,1.68,0.042
2003-02-05,119.84,1.73,0.042
2003-02-06,119.78,1.68,0.042
2003-02-07,120.13,1.63,0.042
2003-02-10,121.01,1.68,0.045
2003-02-12,121.26,1.62,0.045
2003-02-13,120.68,1.57,0.045
2003-02-14,120.58,1.62,0.045
2003-02-18,119.1,1.66,0.045
2003-02-19,118.73,1.61,0.045
2003-02-20,118.43,1.59,0.05
2003-02-21,118.68,1.63,0.05
2003-02-24,117.73,1.6,0.05
2003-02-25,117.33,1.58,0.05
2003-02-26,117.12,1.57,0.05
2003-02-27,117.72,1.58,0.05
